index,name,vn_kv,type,zone,in_service,max_vm_pu,min_vm_pu
128,128,220.0,b,0.0,True,1.1,0.9
129,129,380.0,b,0.0,True,1.1,0.9
130,130,110.0,b,0.0,True,1.1,0.9
131,131,380.0,b,0.0,True,1.1,0.9
132,132,150.0,b,0.0,True,1.1,0.9
133,133,400.0,b,0.0,True,1.1,0.9
134,134,220.0,b,0.0,True,1.1,0.9
135,135,110.0,b,0.0,True,1.1,0.9
136,136,150.0,b,0.0,True,1.1,0.9
137,137,380.0,b,0.0,True,1.1,0.9
138,138,380.0,b,0.0,True,1.1,0.9
139,139,220.0,b,0.0,True,1.1,0.9
140,140,220.0,b,0.0,True,1.1,0.9
141,141,220.0,b,0.0,True,1.1,0.9
142,142,150.0,b,0.0,True,1.1,0.9
143,143,380.0,b,0.0,True,1.1,0.9
144,144,220.0,b,0.0,True,1.1,0.9
145,145,120.0,b,0.0,True,1.3,0.7
146,146,220.0,b,0.0,True,1.1,0.9
147,147,220.0,b,0.0,True,1.1,0.9
148,148,380.0,b,0.0,True,1.1,0.9
149,149,220.0,b,0.0,True,1.1,0.9
150,150,154.0,b,0.0,True,1.1,0.9
151,151,154.0,b,0.0,True,1.1,0.9
152,152,150.0,b,0.0,True,1.1,0.9
153,153,110.0,b,0.0,True,1.1,0.9
154,154,110.0,b,0.0,True,1.1,0.9
155,155,150.0,b,0.0,True,1.1,0.9
156,156,110.0,b,0.0,True,1.1,0.9
157,157,220.0,b,0.0,True,1.1,0.9
158,158,150.0,b,0.0,True,1.1,0.9
159,159,154.0,b,0.0,True,1.1,0.9
160,160,150.0,b,0.0,True,1.1,0.9
161,161,380.0,b,0.0,True,1.1,0.9
162,162,220.0,b,0.0,True,1.1,0.9
163,163,150.0,b,0.0,True,1.1,0.9
164,164,380.0,b,0.0,True,1.1,0.9
165,165,220.0,b,0.0,True,1.1,0.9
166,166,220.0,b,0.0,True,1.1,0.9
167,167,154.0,b,0.0,True,1.1,0.9
168,168,150.0,b,0.0,True,1.1,0.9
169,169,220.0,b,0.0,True,1.1,0.9
170,170,220.0,b,0.0,True,1.1,0.9
171,171,220.0,b,0.0,True,1.1,0.9
172,172,220.0,b,0.0,True,1.1,0.9
173,173,220.0,b,0.0,True,1.1,0.9
174,174,110.0,b,0.0,True,1.1,0.9
175,175,150.0,b,0.0,True,1.1,0.9
176,176,220.0,b,0.0,True,1.1,0.9
177,177,150.0,b,0.0,True,1.1,0.9
178,178,380.0,b,0.0,True,1.1,0.9
179,179,110.0,b,0.0,True,1.1,0.9
180,180,110.0,b,0.0,True,1.1,0.9
181,181,220.0,b,0.0,True,1.1,0.9
182,182,150.0,b,0.0,True,1.1,0.9
183,183,220.0,b,0.0,True,1.1,0.9
184,184,154.0,b,0.0,True,1.1,0.9
185,185,110.0,b,0.0,True,1.1,0.9
186,186,110.0,b,0.0,True,1.1,0.9
187,187,220.0,b,0.0,True,1.1,0.9
188,188,110.0,b,0.0,True,1.1,0.9
189,189,110.0,b,0.0,True,1.1,0.9
190,190,220.0,b,0.0,True,1.1,0.9
191,191,380.0,b,0.0,True,1.1,0.9
192,192,220.0,b,0.0,True,1.1,0.9
193,193,150.0,b,0.0,True,1.1,0.9
194,194,220.0,b,0.0,True,1.1,0.9
195,195,220.0,b,0.0,True,1.1,0.9
196,196,380.0,b,0.0,True,1.1,0.9
197,197,220.0,b,0.0,True,1.1,0.9
198,198,150.0,b,0.0,True,1.1,0.9
199,199,150.0,b,0.0,True,1.1,0.9
200,200,220.0,b,0.0,True,1.1,0.9
201,201,220.0,b,0.0,True,1.1,0.9
202,202,154.0,b,0.0,True,1.1,0.9
203,203,220.0,b,0.0,True,1.1,0.9
204,204,150.0,b,0.0,True,1.1,0.9
205,205,110.0,b,0.0,True,1.1,0.9
206,206,220.0,b,0.0,True,1.1,0.9
207,207,110.0,b,0.0,True,1.1,0.9
208,208,110.0,b,0.0,True,1.1,0.9
209,209,150.0,b,0.0,True,1.1,0.9
210,210,110.0,b,0.0,True,1.1,0.9
211,211,220.0,b,0.0,True,1.1,0.9
212,212,110.0,b,0.0,True,1.1,0.9
213,213,380.0,b,0.0,True,1.1,0.9
214,214,110.0,b,0.0,True,1.1,0.9
215,215,220.0,b,0.0,True,1.1,0.9
216,216,220.0,b,0.0,True,1.1,0.9
217,217,220.0,b,0.0,True,1.1,0.9
218,218,380.0,b,0.0,True,1.1,0.9
219,219,380.0,b,0.0,True,1.1,0.9
220,220,380.0,b,0.0,True,1.1,0.9
221,221,150.0,b,0.0,True,1.1,0.9
222,222,110.0,b,0.0,True,1.1,0.9
223,223,110.0,b,0.0,True,1.1,0.9
224,224,220.0,b,0.0,True,1.1,0.9
225,225,110.0,b,0.0,True,1.1,0.9
226,226,220.0,b,0.0,True,1.1,0.9
227,227,150.0,b,0.0,True,1.1,0.9
228,228,380.0,b,0.0,True,1.1,0.9
229,229,220.0,b,0.0,True,1.1,0.9
230,230,110.0,b,0.0,True,1.1,0.9
231,231,150.0,b,0.0,True,1.1,0.9
232,232,110.0,b,0.0,True,1.1,0.9
233,233,154.0,b,0.0,True,1.1,0.9
234,234,110.0,b,0.0,True,1.1,0.9
235,235,220.0,b,0.0,True,1.1,0.9
236,236,380.0,b,0.0,True,1.1,0.9
237,237,220.0,b,0.0,True,1.1,0.9
238,238,110.0,b,0.0,True,1.1,0.9
239,239,150.0,b,0.0,True,1.1,0.9
240,240,220.0,b,0.0,True,1.1,0.9
241,241,220.0,b,0.0,True,1.1,0.9
242,242,150.0,b,0.0,True,1.1,0.9
243,243,150.0,b,0.0,True,1.1,0.9
244,244,110.0,b,0.0,True,1.1,0.9
245,245,220.0,b,0.0,True,1.1,0.9
246,246,110.0,b,0.0,True,1.1,0.9
247,247,380.0,b,0.0,True,1.1,0.9
248,248,220.0,b,0.0,True,1.1,0.9
249,249,380.0,b,0.0,True,1.1,0.9
250,250,154.0,b,0.0,True,1.1,0.9
251,251,220.0,b,0.0,True,1.1,0.9
252,252,220.0,b,0.0,True,1.1,0.9
253,253,380.0,b,0.0,True,1.1,0.9
254,254,380.0,b,0.0,True,1.1,0.9
255,255,220.0,b,0.0,True,1.1,0.9
256,256,220.0,b,0.0,True,1.1,0.9
257,257,154.0,b,0.0,True,1.1,0.9
258,258,150.0,b,0.0,True,1.1,0.9
259,259,220.0,b,0.0,True,1.1,0.9
260,260,380.0,b,0.0,True,1.1,0.9
261,261,220.0,b,0.0,True,1.1,0.9
262,262,154.0,b,0.0,True,1.1,0.9
263,263,220.0,b,0.0,True,1.1,0.9
264,264,220.0,b,0.0,True,1.1,0.9
265,265,380.0,b,0.0,True,1.1,0.9
266,266,220.0,b,0.0,True,1.1,0.9
267,267,220.0,b,0.0,True,1.1,0.9
268,268,110.0,b,0.0,True,1.1,0.9
269,269,380.0,b,0.0,True,1.1,0.9
270,270,150.0,b,0.0,True,1.1,0.9
271,271,150.0,b,0.0,True,1.1,0.9
272,272,220.0,b,0.0,True,1.1,0.9
273,273,110.0,b,0.0,True,1.1,0.9
274,274,150.0,b,0.0,True,1.1,0.9
275,275,220.0,b,0.0,True,1.1,0.9
276,276,150.0,b,0.0,True,1.1,0.9
277,277,110.0,b,0.0,True,1.1,0.9
278,278,110.0,b,0.0,True,1.1,0.9
279,279,220.0,b,0.0,True,1.1,0.9
280,280,380.0,b,0.0,True,1.1,0.9
281,281,380.0,b,0.0,True,1.1,0.9
282,282,220.0,b,0.0,True,1.1,0.9
283,283,220.0,b,0.0,True,1.1,0.9
284,284,380.0,b,0.0,True,1.1,0.9
285,285,154.0,b,0.0,True,1.1,0.9
286,286,380.0,b,0.0,True,1.1,0.9
287,287,150.0,b,0.0,True,1.1,0.9
288,288,220.0,b,0.0,True,1.1,0.9
289,289,220.0,b,0.0,True,1.1,0.9
290,290,220.0,b,0.0,True,1.1,0.9
291,291,220.0,b,0.0,True,1.1,0.9
292,292,150.0,b,0.0,True,1.1,0.9
293,293,400.0,b,0.0,True,1.1,0.9
294,294,220.0,b,0.0,True,1.1,0.9
295,295,220.0,b,0.0,True,1.1,0.9
296,296,150.0,b,0.0,True,1.1,0.9
297,297,220.0,b,0.0,True,1.1,0.9
298,298,380.0,b,0.0,True,1.1,0.9
299,299,150.0,b,0.0,True,1.1,0.9
300,300,110.0,b,0.0,True,1.1,0.9
301,301,154.0,b,0.0,True,1.1,0.9
302,302,220.0,b,0.0,True,1.1,0.9
303,303,150.0,b,0.0,True,1.1,0.9
304,304,220.0,b,0.0,True,1.1,0.9
305,305,220.0,b,0.0,True,1.1,0.9
306,306,380.0,b,0.0,True,1.1,0.9
307,307,150.0,b,0.0,True,1.3,0.7
308,308,220.0,b,0.0,True,1.1,0.9
309,309,380.0,b,0.0,True,1.3,0.7
310,310,150.0,b,0.0,True,1.1,0.9
311,311,110.0,b,0.0,True,1.1,0.9
312,312,154.0,b,0.0,True,1.1,0.9
313,313,220.0,b,0.0,True,1.1,0.9
314,314,220.0,b,0.0,True,1.1,0.9
315,315,220.0,b,0.0,True,1.1,0.9
316,316,380.0,b,0.0,True,1.1,0.9
317,317,150.0,b,0.0,True,1.1,0.9
318,318,154.0,b,0.0,True,1.1,0.9
319,319,400.0,b,0.0,True,1.1,0.9
320,320,220.0,b,0.0,True,1.1,0.9
321,321,220.0,b,0.0,True,1.1,0.9
322,322,400.0,b,0.0,True,1.1,0.9
323,323,380.0,b,0.0,True,1.1,0.9
324,324,154.0,b,0.0,True,1.1,0.9
325,325,220.0,b,0.0,True,1.1,0.9
326,326,380.0,b,0.0,True,1.1,0.9
327,327,220.0,b,0.0,True,1.1,0.9
328,328,110.0,b,0.0,True,1.1,0.9
329,329,380.0,b,0.0,True,1.1,0.9
330,330,150.0,b,0.0,True,1.1,0.9
331,331,110.0,b,0.0,True,1.1,0.9
332,332,220.0,b,0.0,True,1.1,0.9
333,333,154.0,b,0.0,True,1.1,0.9
334,334,110.0,b,0.0,True,1.1,0.9
335,335,110.0,b,0.0,True,1.1,0.9
336,336,110.0,b,0.0,True,1.1,0.9
337,337,220.0,b,0.0,True,1.1,0.9
338,338,220.0,b,0.0,True,1.1,0.9
339,339,380.0,b,0.0,True,1.1,0.9
340,340,110.0,b,0.0,True,1.1,0.9
341,341,220.0,b,0.0,True,1.1,0.9
342,342,110.0,b,0.0,True,1.1,0.9
343,343,150.0,b,0.0,True,1.1,0.9
344,344,220.0,b,0.0,True,1.1,0.9
345,345,220.0,b,0.0,True,1.1,0.9
346,346,154.0,b,0.0,True,1.1,0.9
347,347,380.0,b,0.0,True,1.1,0.9
348,348,150.0,b,0.0,True,1.1,0.9
349,349,220.0,b,0.0,True,1.1,0.9
350,350,220.0,b,0.0,True,1.1,0.9
351,351,380.0,b,0.0,True,1.1,0.9
352,352,220.0,b,0.0,True,1.1,0.9
353,353,380.0,b,0.0,True,1.1,0.9
354,354,110.0,b,0.0,True,1.1,0.9
355,355,220.0,b,0.0,True,1.1,0.9
356,356,150.0,b,0.0,True,1.1,0.9
357,357,154.0,b,0.0,True,1.1,0.9
358,358,220.0,b,0.0,True,1.1,0.9
359,359,110.0,b,0.0,True,1.1,0.9
360,360,380.0,b,0.0,True,1.3,0.7
361,361,150.0,b,0.0,True,1.1,0.9
362,362,150.0,b,0.0,True,1.3,0.7
363,363,220.0,b,0.0,True,1.1,0.9
364,364,150.0,b,0.0,True,1.1,0.9
365,365,400.0,b,0.0,True,1.1,0.9
366,366,220.0,b,0.0,True,1.1,0.9
367,367,220.0,b,0.0,True,1.1,0.9
368,368,220.0,b,0.0,True,1.1,0.9
369,369,150.0,b,0.0,True,1.1,0.9
370,370,154.0,b,0.0,True,1.1,0.9
371,371,380.0,b,0.0,True,1.1,0.9
372,372,150.0,b,0.0,True,1.1,0.9
373,373,154.0,b,0.0,True,1.1,0.9
374,374,220.0,b,0.0,True,1.1,0.9
375,375,380.0,b,0.0,True,1.1,0.9
376,376,150.0,b,0.0,True,1.1,0.9
377,377,220.0,b,0.0,True,1.1,0.9
378,378,110.0,b,0.0,True,1.1,0.9
379,379,220.0,b,0.0,True,1.1,0.9
380,380,150.0,b,0.0,True,1.1,0.9
381,381,220.0,b,0.0,True,1.1,0.9
382,382,150.0,b,0.0,True,1.1,0.9
383,383,150.0,b,0.0,True,1.1,0.9
384,384,380.0,b,0.0,True,1.1,0.9
385,385,380.0,b,0.0,True,1.1,0.9
386,386,150.0,b,0.0,True,1.1,0.9
387,387,220.0,b,0.0,True,1.1,0.9
388,388,150.0,b,0.0,True,1.1,0.9
389,389,110.0,b,0.0,True,1.1,0.9
390,390,150.0,b,0.0,True,1.1,0.9
391,391,150.0,b,0.0,True,1.1,0.9
392,392,220.0,b,0.0,True,1.1,0.9
393,393,380.0,b,0.0,True,1.1,0.9
394,394,380.0,b,0.0,True,1.1,0.9
395,395,150.0,b,0.0,True,1.3,0.7
396,396,220.0,b,0.0,True,1.1,0.9
397,397,110.0,b,0.0,True,1.1,0.9
398,398,220.0,b,0.0,True,1.1,0.9
399,399,110.0,b,0.0,True,1.1,0.9
400,400,220.0,b,0.0,True,1.1,0.9
401,401,220.0,b,0.0,True,1.1,0.9
402,402,220.0,b,0.0,True,1.1,0.9
403,403,110.0,b,0.0,True,1.1,0.9
404,404,380.0,b,0.0,True,1.1,0.9
405,405,110.0,b,0.0,True,1.1,0.9
406,406,400.0,b,0.0,True,1.1,0.9
407,407,220.0,b,0.0,True,1.1,0.9
408,408,154.0,b,0.0,True,1.1,0.9
409,409,220.0,b,0.0,True,1.1,0.9
410,410,110.0,b,0.0,True,1.1,0.9
411,411,154.0,b,0.0,True,1.1,0.9
412,412,220.0,b,0.0,True,1.1,0.9
413,413,150.0,b,0.0,True,1.1,0.9
414,414,220.0,b,0.0,True,1.1,0.9
415,415,220.0,b,0.0,True,1.1,0.9
416,416,220.0,b,0.0,True,1.1,0.9
417,417,110.0,b,0.0,True,1.1,0.9
418,418,110.0,b,0.0,True,1.1,0.9
419,419,380.0,b,0.0,True,1.1,0.9
420,420,150.0,b,0.0,True,1.1,0.9
421,421,110.0,b,0.0,True,1.1,0.9
422,422,154.0,b,0.0,True,1.1,0.9
423,423,380.0,b,0.0,True,1.1,0.9
424,424,380.0,b,0.0,True,1.1,0.9
425,425,220.0,b,0.0,True,1.1,0.9
426,426,380.0,b,0.0,True,1.1,0.9
427,427,110.0,b,0.0,True,1.1,0.9
428,428,220.0,b,0.0,True,1.1,0.9
429,429,110.0,b,0.0,True,1.1,0.9
430,430,220.0,b,0.0,True,1.1,0.9
431,431,380.0,b,0.0,True,1.1,0.9
432,432,380.0,b,0.0,True,1.1,0.9
433,433,154.0,b,0.0,True,1.1,0.9
434,434,110.0,b,0.0,True,1.1,0.9
435,435,380.0,b,0.0,True,1.3,0.7
436,436,220.0,b,0.0,True,1.1,0.9
437,437,220.0,b,0.0,True,1.1,0.9
438,438,220.0,b,0.0,True,1.1,0.9
439,439,220.0,b,0.0,True,1.1,0.9
440,440,380.0,b,0.0,True,1.1,0.9
441,441,220.0,b,0.0,True,1.1,0.9
442,442,150.0,b,0.0,True,1.1,0.9
443,443,220.0,b,0.0,True,1.1,0.9
444,444,220.0,b,0.0,True,1.1,0.9
445,445,110.0,b,0.0,True,1.1,0.9
446,446,110.0,b,0.0,True,1.1,0.9
447,447,150.0,b,0.0,True,1.1,0.9
448,448,380.0,b,0.0,True,1.1,0.9
449,449,150.0,b,0.0,True,1.1,0.9
450,450,380.0,b,0.0,True,1.1,0.9
451,451,110.0,b,0.0,True,1.1,0.9
452,452,380.0,b,0.0,True,1.1,0.9
453,453,154.0,b,0.0,True,1.1,0.9
454,454,220.0,b,0.0,True,1.1,0.9
455,455,110.0,b,0.0,True,1.1,0.9
456,456,110.0,b,0.0,True,1.1,0.9
457,457,380.0,b,0.0,True,1.1,0.9
458,458,220.0,b,0.0,True,1.1,0.9
459,459,110.0,b,0.0,True,1.1,0.9
460,460,150.0,b,0.0,True,1.1,0.9
461,461,150.0,b,0.0,True,1.1,0.9
462,462,110.0,b,0.0,True,1.1,0.9
463,463,220.0,b,0.0,True,1.1,0.9
464,464,220.0,b,0.0,True,1.1,0.9
465,465,150.0,b,0.0,True,1.1,0.9
466,466,154.0,b,0.0,True,1.1,0.9
467,467,110.0,b,0.0,True,1.1,0.9
468,468,150.0,b,0.0,True,1.1,0.9
469,469,150.0,b,0.0,True,1.1,0.9
470,470,220.0,b,0.0,True,1.1,0.9
471,471,150.0,b,0.0,True,1.1,0.9
472,472,220.0,b,0.0,True,1.1,0.9
473,473,110.0,b,0.0,True,1.1,0.9
474,474,380.0,b,0.0,True,1.1,0.9
475,475,220.0,b,0.0,True,1.1,0.9
476,476,380.0,b,0.0,True,1.1,0.9
477,477,380.0,b,0.0,True,1.1,0.9
478,478,110.0,b,0.0,True,1.1,0.9
479,479,110.0,b,0.0,True,1.1,0.9
480,480,220.0,b,0.0,True,1.1,0.9
481,481,110.0,b,0.0,True,1.1,0.9
482,482,220.0,b,0.0,True,1.1,0.9
483,483,220.0,b,0.0,True,1.1,0.9
484,484,380.0,b,0.0,True,1.1,0.9
485,485,150.0,b,0.0,True,1.1,0.9
486,486,154.0,b,0.0,True,1.1,0.9
487,487,220.0,b,0.0,True,1.1,0.9
488,488,220.0,b,0.0,True,1.1,0.9
489,489,220.0,b,0.0,True,1.1,0.9
490,490,380.0,b,0.0,True,1.1,0.9
491,491,110.0,b,0.0,True,1.1,0.9
492,492,110.0,b,0.0,True,1.1,0.9
493,493,150.0,b,0.0,True,1.1,0.9
494,494,380.0,b,0.0,True,1.1,0.9
495,495,150.0,b,0.0,True,1.1,0.9
496,496,154.0,b,0.0,True,1.1,0.9
497,497,110.0,b,0.0,True,1.1,0.9
498,498,380.0,b,0.0,True,1.1,0.9
499,499,220.0,b,0.0,True,1.1,0.9
500,500,110.0,b,0.0,True,1.1,0.9
501,501,220.0,b,0.0,True,1.1,0.9
502,502,380.0,b,0.0,True,1.1,0.9
503,503,110.0,b,0.0,True,1.1,0.9
504,504,154.0,b,0.0,True,1.1,0.9
505,505,380.0,b,0.0,True,1.1,0.9
506,506,110.0,b,0.0,True,1.1,0.9
507,507,110.0,b,0.0,True,1.1,0.9
508,508,220.0,b,0.0,True,1.1,0.9
509,509,220.0,b,0.0,True,1.1,0.9
510,510,380.0,b,0.0,True,1.1,0.9
511,511,110.0,b,0.0,True,1.1,0.9
512,512,220.0,b,0.0,True,1.1,0.9
513,513,110.0,b,0.0,True,1.1,0.9
514,514,220.0,b,0.0,True,1.1,0.9
515,515,220.0,b,0.0,True,1.1,0.9
516,516,150.0,b,0.0,True,1.1,0.9
517,517,380.0,b,0.0,True,1.1,0.9
518,518,220.0,b,0.0,True,1.1,0.9
519,519,220.0,b,0.0,True,1.1,0.9
520,520,110.0,b,0.0,True,1.1,0.9
521,521,150.0,b,0.0,True,1.1,0.9
522,522,150.0,b,0.0,True,1.1,0.9
523,523,154.0,b,0.0,True,1.1,0.9
524,524,220.0,b,0.0,True,1.1,0.9
525,525,220.0,b,0.0,True,1.1,0.9
526,526,220.0,b,0.0,True,1.1,0.9
527,527,220.0,b,0.0,True,1.1,0.9
528,528,380.0,b,0.0,True,1.1,0.9
529,529,154.0,b,0.0,True,1.1,0.9
530,530,380.0,b,0.0,True,1.1,0.9
531,531,220.0,b,0.0,True,1.1,0.9
532,532,110.0,b,0.0,True,1.1,0.9
533,533,154.0,b,0.0,True,1.1,0.9
534,534,110.0,b,0.0,True,1.1,0.9
535,535,380.0,b,0.0,True,1.1,0.9
536,536,150.0,b,0.0,True,1.1,0.9
537,537,150.0,b,0.0,True,1.1,0.9
538,538,150.0,b,0.0,True,1.1,0.9
539,539,220.0,b,0.0,True,1.1,0.9
540,540,154.0,b,0.0,True,1.1,0.9
541,541,110.0,b,0.0,True,1.1,0.9
542,542,154.0,b,0.0,True,1.1,0.9
543,543,380.0,b,0.0,True,1.1,0.9
544,544,220.0,b,0.0,True,1.1,0.9
545,545,150.0,b,0.0,True,1.1,0.9
546,546,220.0,b,0.0,True,1.1,0.9
547,547,110.0,b,0.0,True,1.1,0.9
548,548,220.0,b,0.0,True,1.1,0.9
549,549,220.0,b,0.0,True,1.1,0.9
550,550,110.0,b,0.0,True,1.1,0.9
551,551,150.0,b,0.0,True,1.1,0.9
552,552,154.0,b,0.0,True,1.1,0.9
553,553,220.0,b,0.0,True,1.1,0.9
554,554,220.0,b,0.0,True,1.1,0.9
555,555,220.0,b,0.0,True,1.1,0.9
556,556,220.0,b,0.0,True,1.1,0.9
557,557,150.0,b,0.0,True,1.1,0.9
558,558,150.0,b,0.0,True,1.1,0.9
559,559,110.0,b,0.0,True,1.1,0.9
560,560,220.0,b,0.0,True,1.1,0.9
561,561,220.0,b,0.0,True,1.1,0.9
562,562,150.0,b,0.0,True,1.1,0.9
563,563,220.0,b,0.0,True,1.1,0.9
564,564,220.0,b,0.0,True,1.1,0.9
565,565,110.0,b,0.0,True,1.1,0.9
566,566,380.0,b,0.0,True,1.1,0.9
567,567,110.0,b,0.0,True,1.1,0.9
568,568,380.0,b,0.0,True,1.1,0.9
569,569,150.0,b,0.0,True,1.1,0.9
570,570,220.0,b,0.0,True,1.1,0.9
571,571,110.0,b,0.0,True,1.1,0.9
572,572,110.0,b,0.0,True,1.1,0.9
573,573,110.0,b,0.0,True,1.1,0.9
574,574,220.0,b,0.0,True,1.1,0.9
575,575,110.0,b,0.0,True,1.1,0.9
576,576,220.0,b,0.0,True,1.1,0.9
577,577,220.0,b,0.0,True,1.1,0.9
578,578,380.0,b,0.0,True,1.1,0.9
579,579,380.0,b,0.0,True,1.1,0.9
