name,bus,p_mw,q_mvar,const_z_percent,const_i_percent,sn_mva,scaling,in_service,type,controllable
,538,57.96,18.9,0.0,0.0,,1.0,True,,False
,539,166.9,86.10000000000001,0.0,0.0,,1.0,True,,False
,541,2.0,0.7,0.0,0.0,,1.0,True,,False
,542,72.0,10.3,0.0,0.0,,1.0,True,,False
,543,79.69,39.6,0.0,0.0,,1.0,True,,False
,546,30.03,14.0,0.0,0.0,,1.0,True,,False
,547,30.93,8.9,0.0,0.0,,1.0,True,,False
,550,17.72,5.9,0.0,0.0,,1.0,True,,False
,551,180.8,90.8,0.0,0.0,,1.0,True,,False
,555,16.52,9.0,0.0,0.0,,1.0,True,,False
,558,42.25,16.6,0.0,0.0,,1.0,True,,False
,559,3.8,1.3,0.0,0.0,,1.0,True,,False
,564,198.4,32.7,0.0,0.0,,1.0,True,,False
,565,5.81,3.8,0.0,0.0,,1.0,True,,False
,567,20.22,7.3,0.0,0.0,,1.0,True,,False
,569,47.95,29.7,0.0,0.0,,1.0,True,,False
,570,120.63,56.2,0.0,0.0,,1.0,True,,False
,571,27.13,8.9,0.0,0.0,,1.0,True,,False
,572,10.71,3.5,0.0,0.0,,1.0,True,,False
,573,82.89,26.8,0.0,0.0,,1.0,True,,False
,575,108.60000000000001,38.7,0.0,0.0,,1.0,True,,False
,578,17.32,6.6,0.0,0.0,,1.0,True,,False
,579,322.7,11.9,0.0,0.0,,1.0,True,,False
,580,48.8,6.9,0.0,0.0,,1.0,True,,False
,581,51.16,18.2,0.0,0.0,,1.0,True,,False
,583,151.20000000000002,72.4,0.0,0.0,,1.0,True,,False
,584,21.12,8.3,0.0,0.0,,1.0,True,,False
,585,9.51,3.2,0.0,0.0,,1.0,True,,False
,587,1.5,0.8,0.0,0.0,,1.0,True,,False
,588,27.03,9.8,0.0,0.0,,1.0,True,,False
,593,67.57000000000001,17.0,0.0,0.0,,1.0,True,,False
,594,47.55,5.3,0.0,0.0,,1.0,True,,False
,595,24.83,7.6,0.0,0.0,,1.0,True,,False
,596,33.34,15.7,0.0,0.0,,1.0,True,,False
,600,140.6,42.6,0.0,0.0,,1.0,True,,False
,601,110.8,-8.8,0.0,0.0,,1.0,True,,False
,602,48.9,28.6,0.0,0.0,,1.0,True,,False
,603,33.24,4.4,0.0,0.0,,1.0,True,,False
,604,23.4,3.3,0.0,0.0,,1.0,True,,False
,607,150.9,10.4,0.0,0.0,,1.0,True,,False
,612,181.1,25.8,0.0,0.0,,1.0,True,,False
,613,18.5,3.7,0.0,0.0,,1.0,True,,False
,618,72.88,14.4,0.0,0.0,,1.0,True,,False
,619,15.42,5.8,0.0,0.0,,1.0,True,,False
,620,21.42,8.1,0.0,0.0,,1.0,True,,False
,622,36.1,5.2,0.0,0.0,,1.0,True,,False
,623,111.4,36.5,0.0,0.0,,1.0,True,,False
,626,116.8,60.3,0.0,0.0,,1.0,True,,False
,628,177.20000000000002,32.3,0.0,0.0,,1.0,True,,False
,632,2.5,0.0,0.0,0.0,,1.0,True,,False
,637,181.41,16.52,0.0,0.0,,1.0,True,,False
,639,102.0,26.6,0.0,0.0,,1.0,True,,False
,640,45.32,18.5,0.0,0.0,,1.0,True,,False
,642,15.52,6.3,0.0,0.0,,1.0,True,,False
,643,192.3,27.4,0.0,0.0,,1.0,True,,False
,644,26.33,9.5,0.0,0.0,,1.0,True,,False
,646,48.05,15.8,0.0,0.0,,1.0,True,,False
,648,40.94,19.2,0.0,0.0,,1.0,True,,False
,649,17.22,4.4,0.0,0.0,,1.0,True,,False
,650,62.46,7.15,0.0,0.0,,1.0,True,,False
,652,10.31,2.3,0.0,0.0,,1.0,True,,False
,653,205.6,74.0,0.0,0.0,,1.0,True,,False
,654,9.7,1.4,0.0,0.0,,1.0,True,,False
,656,65.27,30.9,0.0,0.0,,1.0,True,,False
,657,258.4,66.7,0.0,0.0,,1.0,True,,False
,659,584.3000000000001,166.3,0.0,0.0,,1.0,True,,False
,663,38.04,11.7,0.0,0.0,,1.0,True,,False
,667,48.8,6.9,0.0,0.0,,1.0,True,,False
,669,5.51,17.7,0.0,0.0,,1.0,True,,False
,674,5.11,-0.1,0.0,0.0,,1.0,True,,False
,675,109.3,35.4,0.0,0.0,,1.0,True,,False
,676,30.83,10.8,0.0,0.0,,1.0,True,,False
,677,232.1,89.8,0.0,0.0,,1.0,True,,False
,679,79.59,50.5,0.0,0.0,,1.0,True,,False
,682,169.8,55.5,0.0,0.0,,1.0,True,,False
,683,60.07,28.0,0.0,0.0,,1.0,True,,False
,688,124.8,23.5,0.0,0.0,,1.0,True,,False
,689,22.42,8.2,0.0,0.0,,1.0,True,,False
,690,83.60000000000001,11.9,0.0,0.0,,1.0,True,,False
,694,96.41,26.5,0.0,0.0,,1.0,True,,False
,695,12.4,6.89,0.0,0.0,,1.0,True,,False
,698,36.54,8.4,0.0,0.0,,1.0,True,,False
,699,12.71,0.8,0.0,0.0,,1.0,True,,False
,700,20.32,6.7,0.0,0.0,,1.0,True,,False
,703,41.05,14.3,0.0,0.0,,1.0,True,,False
,704,8.3,1.2,0.0,0.0,,1.0,True,,False
,705,114.8,22.8,0.0,0.0,,1.0,True,,False
,706,83.99,21.2,0.0,0.0,,1.0,True,,False
,709,76.38,5.1,0.0,0.0,,1.0,True,,False
,711,110.4,41.9,0.0,0.0,,1.0,True,,False
,715,29.63,10.8,0.0,0.0,,1.0,True,,False
,716,4.5,-5.6,0.0,0.0,,1.0,True,,False
,717,135.11,41.0,0.0,0.0,,1.0,True,,False
,722,104.60000000000001,14.9,0.0,0.0,,1.0,True,,False
,723,30.83,6.6,0.0,0.0,,1.0,True,,False
,725,400.3,189.9,0.0,0.0,,1.0,True,,False
,729,20.62,6.5,0.0,0.0,,1.0,True,,False
,732,58.36,10.7,0.0,0.0,,1.0,True,,False
,733,109.23,66.36,0.0,0.0,,1.0,True,,False
,735,45.56,-1.51,0.0,0.0,,1.0,True,,False
,736,8.11,2.0,0.0,0.0,,1.0,True,,False
,739,22.22,13.7,0.0,0.0,,1.0,True,,False
,742,5.01,2.0,0.0,0.0,,1.0,True,,False
,743,6.51,4.1,0.0,0.0,,1.0,True,,False
,744,90.4,15.2,0.0,0.0,,1.0,True,,False
,745,2.5,1.3,0.0,0.0,,1.0,True,,False
,746,69.58,16.0,0.0,0.0,,1.0,True,,False
,752,1.9,0.6,0.0,0.0,,1.0,True,,False
,753,132.1,32.4,0.0,0.0,,1.0,True,,False
,754,28.9,4.2,0.0,0.0,,1.0,True,,False
,755,36.74,8.9,0.0,0.0,,1.0,True,,False
,768,152.57,40.0,0.0,0.0,,1.0,True,,False
,770,46.15,20.9,0.0,0.0,,1.0,True,,False
,771,343.90000000000003,141.9,0.0,0.0,,1.0,True,,False
,780,34.04,11.0,0.0,0.0,,1.0,True,,False
,786,125.7,17.9,0.0,0.0,,1.0,True,,False
,787,18.02,6.4,0.0,0.0,,1.0,True,,False
,791,295.3,41.9,0.0,0.0,,1.0,True,,False
,792,9.7,1.4,0.0,0.0,,1.0,True,,False
,796,2.0,114.60000000000001,0.0,0.0,,1.0,True,,False
,797,235.20000000000002,41.1,0.0,0.0,,1.0,True,,False
,798,26.73,10.8,0.0,0.0,,1.0,True,,False
,799,50.56,18.0,0.0,0.0,,1.0,True,,False
,800,9.71,3.0,0.0,0.0,,1.0,True,,False
,804,124.5,29.6,0.0,0.0,,1.0,True,,False
,807,24.53,8.6,0.0,0.0,,1.0,True,,False
,810,17.83,-9.5,0.0,0.0,,1.0,True,,False
,813,287.7,16.3,0.0,0.0,,1.0,True,,False
,814,25.27,5.71,0.0,0.0,,1.0,True,,False
,815,234.70000000000002,-12.0,0.0,0.0,,1.0,True,,False
,816,333.1,17.5,0.0,0.0,,1.0,True,,False
,819,12.6,1.8,0.0,0.0,,1.0,True,,False
,821,121.9,-0.2,0.0,0.0,,1.0,True,,False
,823,32.1,4.5,0.0,0.0,,1.0,True,,False
,825,31.94,7.7,0.0,0.0,,1.0,True,,False
,826,167.8,77.0,0.0,0.0,,1.0,True,,False
,828,113.60000000000001,122.7,0.0,0.0,,1.0,True,,False
,829,303.1,75.5,0.0,0.0,,1.0,True,,False
,832,15.02,10.0,0.0,0.0,,1.0,True,,False
,833,52.76,17.2,0.0,0.0,,1.0,True,,False
,837,615.8100000000001,286.69,0.0,0.0,,1.0,True,,False
,845,159.20000000000002,59.9,0.0,0.0,,1.0,True,,False
,846,13.9,1.9,0.0,0.0,,1.0,True,,False
,852,190.0,43.3,0.0,0.0,,1.0,True,,False
,853,49.96,7.5,0.0,0.0,,1.0,True,,False
,854,10.01,3.3,0.0,0.0,,1.0,True,,False
,856,21.72,4.8,0.0,0.0,,1.0,True,,False
,859,32.1,4.5,0.0,0.0,,1.0,True,,False
,861,36.44,12.5,0.0,0.0,,1.0,True,,False
,862,111.4,15.9,0.0,0.0,,1.0,True,,False
,863,1.3,0.6,0.0,0.0,,1.0,True,,False
,864,43.45,26.9,0.0,0.0,,1.0,True,,False
,866,25.13,14.0,0.0,0.0,,1.0,True,,False
,867,13.82,5.0,0.0,0.0,,1.0,True,,False
,868,94.2,5.5,0.0,0.0,,1.0,True,,False
,869,110.0,3.4,0.0,0.0,,1.0,True,,False
,870,108.89,-21.76,0.0,0.0,,1.0,True,,False
,871,185.6,26.4,0.0,0.0,,1.0,True,,False
,872,143.9,123.2,0.0,0.0,,1.0,True,,False
,875,42.25,13.9,0.0,0.0,,1.0,True,,False
,876,2.0,0.6,0.0,0.0,,1.0,True,,False
,878,7.71,3.3,0.0,0.0,,1.0,True,,False
,881,394.90000000000003,77.0,0.0,0.0,,1.0,True,,False
,882,192.5,78.3,0.0,0.0,,1.0,True,,False
,883,13.82,5.0,0.0,0.0,,1.0,True,,False
,884,23.03,14.3,0.0,0.0,,1.0,True,,False
,888,3.9,1.4,0.0,0.0,,1.0,True,,False
,889,8.91,3.8,0.0,0.0,,1.0,True,,False
,896,153.5,21.9,0.0,0.0,,1.0,True,,False
,897,25.63,7.9,0.0,0.0,,1.0,True,,False
,898,0.0,-0.01,0.0,0.0,,1.0,True,,False
,902,82.69,20.1,0.0,0.0,,1.0,True,,False
,903,146.9,60.6,0.0,0.0,,1.0,True,,False
,907,125.9,-0.5,0.0,0.0,,1.0,True,,False
,908,12.61,4.5,0.0,0.0,,1.0,True,,False
,909,6.3,0.9,0.0,0.0,,1.0,True,,False
,910,13.21,2.2,0.0,0.0,,1.0,True,,False
,911,22.02,13.2,0.0,0.0,,1.0,True,,False
,914,24.53,7.9,0.0,0.0,,1.0,True,,False
,917,110.10000000000001,29.4,0.0,0.0,,1.0,True,,False
,919,34.44,8.5,0.0,0.0,,1.0,True,,False
,921,15.22,7.6,0.0,0.0,,1.0,True,,False
,922,62.07,14.7,0.0,0.0,,1.0,True,,False
,923,10.01,5.0,0.0,0.0,,1.0,True,,False
,924,8.01,4.1,0.0,0.0,,1.0,True,,False
,927,112.9,19.3,0.0,0.0,,1.0,True,,False
,928,43.75,12.4,0.0,0.0,,1.0,True,,False
,931,77.59,12.3,0.0,0.0,,1.0,True,,False
,933,2.5,1.3,0.0,0.0,,1.0,True,,False
,938,150.1,35.0,0.0,0.0,,1.0,True,,False
,939,50.06,16.3,0.0,0.0,,1.0,True,,False
,940,26.03,9.8,0.0,0.0,,1.0,True,,False
