bus,name,q_mvar,p_mw,vn_kv,step,max_step,in_service
126,,-4.3,0.0,220.0,1,1,True
127,,-0.52,0.0,220.0,1,1,True
128,,-1.34,0.0,220.0,1,1,True
129,,-47.750675,0.135375,380.0,1,1,True
130,,-4.08,0.0,110.0,1,1,True
131,,-21.39,0.0,380.0,1,1,True
132,,-6.28,0.0,150.0,1,1,True
133,,-94.9,0.0,400.0,1,1,True
134,,-4.22,0.0,220.0,1,1,True
135,,-0.74,0.0,110.0,1,1,True
136,,-37.58,0.0,150.0,1,1,True
137,,-29.9,0.0,380.0,1,1,True
138,,-36.92,0.0,380.0,1,1,True
139,,-4.14,0.0,220.0,1,1,True
143,,-98.53,0.0,380.0,1,1,True
144,,-7.64,0.0,220.0,1,1,True
147,,-6.1,0.0,220.0,1,1,True
148,,-1.11,0.0,380.0,1,1,True
151,,-4.69,0.0,154.0,1,1,True
152,,-0.56,0.0,150.0,1,1,True
153,,-1.29,0.0,110.0,1,1,True
154,,-1.7,0.0,110.0,1,1,True
155,,-1.14,0.0,150.0,1,1,True
156,,-1.2,0.0,110.0,1,1,True
157,,-0.57,0.0,220.0,1,1,True
158,,-0.1,0.0,150.0,1,1,True
159,,-4.92,0.0,154.0,1,1,True
160,,-0.16,0.0,150.0,1,1,True
161,,-66.65,0.0,380.0,1,1,True
162,,-8.34,0.0,220.0,1,1,True
163,,-5.17,0.0,150.0,1,1,True
164,,-51.261678,0.0,380.0,1,1,True
166,,-1.08,0.0,220.0,1,1,True
167,,-6.09,0.0,154.0,1,1,True
168,,-1.91,0.0,150.0,1,1,True
169,,-2.35,0.0,220.0,1,1,True
170,,-5.24,0.0,220.0,1,1,True
171,,-4.22,0.0,220.0,1,1,True
172,,-8.49,0.0,220.0,1,1,True
173,,-9.91,0.0,220.0,1,1,True
174,,-0.67,0.0,110.0,1,1,True
175,,-5.07,0.0,150.0,1,1,True
176,,-16.46,0.0,220.0,1,1,True
177,,-0.03,0.0,150.0,1,1,True
179,,-0.54,0.0,110.0,1,1,True
180,,-3.37,0.0,110.0,1,1,True
181,,-0.69,0.0,220.0,1,1,True
182,,-1.83,0.0,150.0,1,1,True
183,,-2.42,0.0,220.0,1,1,True
184,,-4.11,0.0,154.0,1,1,True
185,,-0.56,0.0,110.0,1,1,True
186,,-1.48,0.0,110.0,1,1,True
187,,-3.3,0.0,220.0,1,1,True
188,,-0.43,0.0,110.0,1,1,True
190,,-14.19,0.0,220.0,1,1,True
192,,-3.33,0.0,220.0,1,1,True
194,,-8.52,0.0,220.0,1,1,True
195,,-12.48,0.0,220.0,1,1,True
197,,-1.44,0.0,220.0,1,1,True
198,,-1.34,0.0,150.0,1,1,True
199,,-0.19,0.0,150.0,1,1,True
201,,-15.4,0.0,220.0,1,1,True
202,,-12.38,0.0,154.0,1,1,True
203,,-14.690889,0.181549,220.0,1,1,True
204,,-1.29,0.0,150.0,1,1,True
205,,-0.23,0.0,110.0,1,1,True
206,,-1.34,0.0,220.0,1,1,True
207,,-1.36,0.0,110.0,1,1,True
210,,-1.9,0.0,110.0,1,1,True
211,,-2.85,0.0,220.0,1,1,True
212,,-0.63,0.0,110.0,1,1,True
214,,-4.93,0.0,110.0,1,1,True
215,,-2.21,0.0,220.0,1,1,True
216,,-7.36,0.0,220.0,1,1,True
217,,-2.23,0.0,220.0,1,1,True
222,,-1.84,0.0,110.0,1,1,True
223,,-0.14,0.0,110.0,1,1,True
224,,-1.15,0.0,220.0,1,1,True
225,,-1.02,0.0,110.0,1,1,True
226,,-2.55,0.0,220.0,1,1,True
228,,-80.94,0.0,380.0,1,1,True
229,,-7.87,0.0,220.0,1,1,True
231,,-0.7,0.0,150.0,1,1,True
232,,-0.15,0.0,110.0,1,1,True
233,,-0.87,0.0,154.0,1,1,True
234,,-1.25,0.0,110.0,1,1,True
235,,-1.05,0.0,220.0,1,1,True
236,,-30.97,0.0,380.0,1,1,True
237,,-19.36,0.0,220.0,1,1,True
240,,-3.95,0.0,220.0,1,1,True
241,,-5.97,0.0,220.0,1,1,True
242,,-13.49,0.0,150.0,1,1,True
243,,-0.68,0.0,150.0,1,1,True
244,,-1.34,0.0,110.0,1,1,True
246,,-0.72,0.0,110.0,1,1,True
248,,-26.3,0.0,220.0,1,1,True
249,,-13.85,0.0,380.0,1,1,True
250,,-8.02,0.0,154.0,1,1,True
251,,-2.66,0.0,220.0,1,1,True
252,,-4.06,0.0,220.0,1,1,True
253,,-12.74062,0.135493,380.0,1,1,True
255,,-7.09,0.0,220.0,1,1,True
256,,-6.72,0.0,220.0,1,1,True
257,,-22.25,0.0,154.0,1,1,True
258,,-14.84,0.0,150.0,1,1,True
259,,-5.91,0.0,220.0,1,1,True
260,,-1.29,0.0,380.0,1,1,True
263,,-0.57,0.0,220.0,1,1,True
264,,-19.31,0.0,220.0,1,1,True
265,,-140.96,0.0,380.0,1,1,True
266,,-3.33,0.0,220.0,1,1,True
268,,-0.66,0.0,110.0,1,1,True
269,,-6.34,0.0,380.0,1,1,True
271,,-19.54,0.0,150.0,1,1,True
272,,-14.87,0.0,220.0,1,1,True
273,,-0.25,0.0,110.0,1,1,True
274,,-1.11,0.0,150.0,1,1,True
275,,-2.44,0.0,220.0,1,1,True
278,,-0.99,0.0,110.0,1,1,True
279,,-5.34,0.0,220.0,1,1,True
280,,-18.07,0.0,380.0,1,1,True
282,,-1.17,0.0,220.0,1,1,True
283,,-19.21,0.0,220.0,1,1,True
284,,-18.291787,0.029916,380.0,1,1,True
285,,-1.94,0.0,154.0,1,1,True
286,,-71.03,0.0,380.0,1,1,True
287,,-0.3,0.0,150.0,1,1,True
289,,-1.64,0.0,220.0,1,1,True
290,,-12.73,0.0,220.0,1,1,True
291,,-0.7,0.0,220.0,1,1,True
292,,-0.18,0.0,150.0,1,1,True
294,,-0.08,0.0,220.0,1,1,True
295,,-3.24,0.0,220.0,1,1,True
296,,-1.45,0.0,150.0,1,1,True
297,,-8.59,0.0,220.0,1,1,True
299,,-1.05,0.0,150.0,1,1,True
300,,-0.37,0.0,110.0,1,1,True
301,,-2.65,0.0,154.0,1,1,True
302,,-1.14,0.0,220.0,1,1,True
303,,-0.21,0.0,150.0,1,1,True
304,,-0.63,0.0,220.0,1,1,True
305,,-4.76,0.0,220.0,1,1,True
306,,-25.85,0.0,380.0,1,1,True
310,,-1.31,0.0,150.0,1,1,True
311,,-0.43,0.0,110.0,1,1,True
313,,-10.6,0.0,220.0,1,1,True
314,,-2.13,0.0,220.0,1,1,True
315,,-2.81,0.0,220.0,1,1,True
316,,1.82203,0.045946,380.0,1,1,True
317,,-1.05,0.0,150.0,1,1,True
318,,-18.25,0.0,154.0,1,1,True
320,,-0.93,0.0,220.0,1,1,True
321,,-3.63,0.0,220.0,1,1,True
326,,-12.29,0.0,380.0,1,1,True
328,,-1.64,0.0,110.0,1,1,True
329,,-31.8,0.0,380.0,1,1,True
330,,-0.03,0.0,150.0,1,1,True
331,,-1.45,0.0,110.0,1,1,True
332,,-6.85,0.0,220.0,1,1,True
333,,-0.38,0.0,154.0,1,1,True
334,,-1.92,0.0,110.0,1,1,True
335,,-0.51,0.0,110.0,1,1,True
336,,-0.8,0.0,110.0,1,1,True
338,,-0.14,0.0,220.0,1,1,True
339,,-30.24,0.0,380.0,1,1,True
340,,-0.81,0.0,110.0,1,1,True
341,,-10.07,0.0,220.0,1,1,True
342,,-0.69,0.0,110.0,1,1,True
343,,-27.73,0.0,150.0,1,1,True
344,,0.240282,0.080094,220.0,1,1,True
345,,-0.71,0.0,220.0,1,1,True
348,,-15.15,0.0,150.0,1,1,True
349,,-5.62,0.0,220.0,1,1,True
352,,-14.6,0.0,220.0,1,1,True
353,,-8.67,0.0,380.0,1,1,True
354,,-0.31,0.0,110.0,1,1,True
355,,-4.78,0.0,220.0,1,1,True
356,,-14.14,0.0,150.0,1,1,True
357,,-0.62,0.0,154.0,1,1,True
358,,-2.37,0.0,220.0,1,1,True
359,,-3.65,0.0,110.0,1,1,True
361,,-2.85,0.0,150.0,1,1,True
362,,-26.52,0.0,150.0,1,1,True
363,,-8.11,0.0,220.0,1,1,True
364,,-0.82,0.0,150.0,1,1,True
366,,-4.85,0.0,220.0,1,1,True
367,,-7.11,0.0,220.0,1,1,True
368,,-3.78,0.0,220.0,1,1,True
369,,-0.49,0.0,150.0,1,1,True
370,,-11.44,0.0,154.0,1,1,True
372,,-0.16,0.0,150.0,1,1,True
373,,-2.27,0.0,154.0,1,1,True
374,,-1.61,0.0,220.0,1,1,True
375,,-35.09,0.0,380.0,1,1,True
377,,-8.81,0.0,220.0,1,1,True
378,,-0.72,0.0,110.0,1,1,True
379,,-7.25,0.0,220.0,1,1,True
383,,-0.3,0.0,150.0,1,1,True
384,,-105.84,0.0,380.0,1,1,True
385,,-28.09,0.0,380.0,1,1,True
387,,-7.15,0.0,220.0,1,1,True
389,,-0.43,0.0,110.0,1,1,True
390,,-0.18,0.0,150.0,1,1,True
391,,-0.75,0.0,150.0,1,1,True
392,,-0.32,0.0,220.0,1,1,True
394,,-7.85,0.0,380.0,1,1,True
396,,-12.06,0.0,220.0,1,1,True
397,,-0.46,0.0,110.0,1,1,True
398,,-0.13,0.0,220.0,1,1,True
399,,-0.06,0.0,110.0,1,1,True
400,,-3.08,0.0,220.0,1,1,True
401,,-16.38,0.0,220.0,1,1,True
402,,-7.330444,0.090774,220.0,1,1,True
403,,-0.23,0.0,110.0,1,1,True
404,,-9.43,0.0,380.0,1,1,True
406,,-98.63,0.0,400.0,1,1,True
407,,-0.04,0.0,220.0,1,1,True
409,,-6.44,0.0,220.0,1,1,True
411,,-4.65,0.0,154.0,1,1,True
413,,-0.04,0.0,150.0,1,1,True
414,,-11.39,0.0,220.0,1,1,True
415,,-6.96,0.0,220.0,1,1,True
416,,-20.47,0.0,220.0,1,1,True
417,,-0.17,0.0,110.0,1,1,True
418,,-1.12,0.0,110.0,1,1,True
420,,-1.1,0.0,150.0,1,1,True
421,,-0.26,0.0,110.0,1,1,True
424,,-2.72,0.0,380.0,1,1,True
425,,-3.25,0.0,220.0,1,1,True
426,,-1.24,0.0,380.0,1,1,True
427,,-0.57,0.0,110.0,1,1,True
428,,-4.95,0.0,220.0,1,1,True
429,,-0.56,0.0,110.0,1,1,True
430,,-4.89,0.0,220.0,1,1,True
431,,-68.517663,0.0,380.0,1,1,True
434,,-0.22,0.0,110.0,1,1,True
435,,-35.421268,0.0,380.0,1,1,True
436,,-1.0,0.0,220.0,1,1,True
440,,-27.888516,0.199768,380.0,1,1,True
442,,-1.83,0.0,150.0,1,1,True
443,,-2.45,0.0,220.0,1,1,True
444,,-8.1,0.0,220.0,1,1,True
448,,-29.42,0.0,380.0,1,1,True
449,,-0.02,0.0,150.0,1,1,True
450,,-22.71,0.0,380.0,1,1,True
453,,-8.13,0.0,154.0,1,1,True
454,,-13.24,0.0,220.0,1,1,True
456,,-0.18,0.0,110.0,1,1,True
457,,-35.262077,0.190956,380.0,1,1,True
458,,-16.79,0.0,220.0,1,1,True
459,,-0.88,0.0,110.0,1,1,True
462,,-1.18,0.0,110.0,1,1,True
463,,-6.67,0.0,220.0,1,1,True
464,,-2.57,0.11,220.0,1,1,True
466,,-3.9,0.0,154.0,1,1,True
467,,-0.44,0.0,110.0,1,1,True
468,,-0.03,0.0,150.0,1,1,True
469,,-0.43,0.0,150.0,1,1,True
470,,-1.47,0.0,220.0,1,1,True
471,,-64.01,0.0,150.0,1,1,True
472,,-14.34,0.0,220.0,1,1,True
473,,-0.97,0.0,110.0,1,1,True
474,,-9.41,0.0,380.0,1,1,True
475,,-7.96,0.0,220.0,1,1,True
476,,-70.37,0.0,380.0,1,1,True
477,,-33.23,0.0,380.0,1,1,True
478,,-1.14,0.0,110.0,1,1,True
479,,-4.02,0.0,110.0,1,1,True
480,,-17.44,0.0,220.0,1,1,True
481,,-1.05,0.0,110.0,1,1,True
482,,-3.43,0.0,220.0,1,1,True
484,,-4.9,0.0,380.0,1,1,True
485,,-0.44,0.0,150.0,1,1,True
486,,-0.38,0.0,154.0,1,1,True
487,,-1.17,0.0,220.0,1,1,True
489,,-2.77,0.0,220.0,1,1,True
491,,-2.42,0.0,110.0,1,1,True
492,,-0.76,0.0,110.0,1,1,True
494,,-73.49,0.0,380.0,1,1,True
495,,-10.04,0.0,150.0,1,1,True
496,,-2.06,0.0,154.0,1,1,True
497,,-0.33,0.0,110.0,1,1,True
498,,-19.9,0.0,380.0,1,1,True
499,,-7.66,0.0,220.0,1,1,True
500,,-0.25,0.0,110.0,1,1,True
501,,-1.96,0.0,220.0,1,1,True
502,,-85.98496700000001,0.256125,380.0,1,1,True
503,,-1.07,0.0,110.0,1,1,True
505,,-0.4,0.0,380.0,1,1,True
506,,-0.33,0.0,110.0,1,1,True
507,,-1.91,0.0,110.0,1,1,True
508,,-17.6,0.0,220.0,1,1,True
509,,-1.5,0.0,220.0,1,1,True
511,,-1.01,0.0,110.0,1,1,True
512,,-1.61,0.0,220.0,1,1,True
513,,-0.77,0.0,110.0,1,1,True
516,,-3.59,0.0,150.0,1,1,True
518,,-8.77,0.0,220.0,1,1,True
519,,-2.57,0.0,220.0,1,1,True
520,,-0.76,0.0,110.0,1,1,True
521,,-28.77,0.0,150.0,1,1,True
522,,-26.2,0.0,150.0,1,1,True
524,,-0.15,0.0,220.0,1,1,True
525,,-2.01,0.0,220.0,1,1,True
526,,-0.7,0.0,220.0,1,1,True
527,,-3.46,0.0,220.0,1,1,True
528,,-28.16,0.0,380.0,1,1,True
529,,-4.73,0.0,154.0,1,1,True
530,,-47.4,0.0,380.0,1,1,True
531,,-1.98,0.0,220.0,1,1,True
532,,-0.98,0.0,110.0,1,1,True
533,,-2.94,0.0,154.0,1,1,True
534,,-1.21,0.0,110.0,1,1,True
535,,-36.047349,0.079073,380.0,1,1,True
536,,-0.76,0.0,150.0,1,1,True
537,,-1.17,0.0,150.0,1,1,True
538,,-14.91,0.0,150.0,1,1,True
539,,-4.06,0.0,220.0,1,1,True
541,,-0.02,0.0,110.0,1,1,True
542,,-6.24,0.0,154.0,1,1,True
543,,-18.83,0.0,380.0,1,1,True
544,,-8.48,0.0,220.0,1,1,True
545,,-29.89,0.0,150.0,1,1,True
546,,-0.61,0.0,220.0,1,1,True
547,,-0.45,0.0,110.0,1,1,True
548,,-5.15,0.0,220.0,1,1,True
549,,-10.0,0.0,220.0,1,1,True
550,,-0.52,0.0,110.0,1,1,True
551,,-2.42,0.0,150.0,1,1,True
552,,-0.55,0.0,154.0,1,1,True
553,,-1.97,0.0,220.0,1,1,True
554,,-7.35,0.0,220.0,1,1,True
555,,-1.17,0.0,220.0,1,1,True
556,,-12.14,0.0,220.0,1,1,True
559,,-0.65,0.0,110.0,1,1,True
560,,-0.32,0.0,220.0,1,1,True
561,,-0.48,0.0,220.0,1,1,True
562,,-0.55,0.0,150.0,1,1,True
564,,-31.82,0.0,220.0,1,1,True
565,,-0.94,0.0,110.0,1,1,True
566,,-14.5,0.0,380.0,1,1,True
567,,-0.59,0.0,110.0,1,1,True
568,,-35.364539,0.0,380.0,1,1,True
569,,-1.59,0.0,150.0,1,1,True
570,,-3.0,0.0,220.0,1,1,True
571,,-1.37,0.0,110.0,1,1,True
572,,-0.82,0.0,110.0,1,1,True
573,,-0.65,0.0,110.0,1,1,True
574,,-0.67,0.0,220.0,1,1,True
578,,-16.52,0.0,380.0,1,1,True
579,,-10.28,0.0,380.0,1,1,True
580,,-0.12,0.0,154.0,1,1,True
581,,-5.23,0.0,220.0,1,1,True
583,,-4.57,0.0,380.0,1,1,True
584,,-4.26,0.0,150.0,1,1,True
585,,-0.34,0.0,110.0,1,1,True
587,,-0.55,0.0,110.0,1,1,True
588,,-1.01,0.0,110.0,1,1,True
590,,-0.56,0.0,110.0,1,1,True
591,,-0.27,0.0,220.0,1,1,True
592,,-29.2,0.0,380.0,1,1,True
593,,-5.75,0.0,220.0,1,1,True
594,,-7.59,0.0,220.0,1,1,True
595,,-0.23,0.0,110.0,1,1,True
596,,-64.15,0.0,380.0,1,1,True
597,,-0.82,0.0,150.0,1,1,True
598,,-37.635138,0.0,220.0,1,1,True
599,,-8.72,0.0,380.0,1,1,True
600,,-5.71,0.0,220.0,1,1,True
601,,-3.15,0.0,220.0,1,1,True
602,,-98.806507,0.0,380.0,1,1,True
603,,-24.54,0.0,380.0,1,1,True
604,,-1.91,0.0,154.0,1,1,True
605,,-19.56,0.0,380.0,1,1,True
606,,-7.06,0.0,330.0,1,1,True
607,,-4.77,0.0,220.0,1,1,True
608,,-5.67,0.0,220.0,1,1,True
609,,-0.91,0.0,150.0,1,1,True
610,,-0.90492,0.09381,380.0,1,1,True
611,,-0.52,0.0,110.0,1,1,True
612,,-1.1,0.0,154.0,1,1,True
613,,-0.01,0.0,150.0,1,1,True
616,,-1.86,0.0,110.0,1,1,True
618,,-2.96,0.0,220.0,1,1,True
619,,-0.57,0.0,110.0,1,1,True
620,,-7.38,0.0,220.0,1,1,True
621,,-11.57,0.0,380.0,1,1,True
622,,-11.12,0.0,154.0,1,1,True
623,,-70.21000000000001,0.0,380.0,1,1,True
624,,-4.43,0.0,220.0,1,1,True
626,,-9.09,0.0,150.0,1,1,True
628,,-6.57,0.0,220.0,1,1,True
629,,-17.07,0.0,380.0,1,1,True
630,,-0.71,0.0,150.0,1,1,True
631,,-0.23,0.0,150.0,1,1,True
632,,-0.96,0.0,110.0,1,1,True
633,,-104.15,0.0,400.0,1,1,True
634,,-4.96,0.0,220.0,1,1,True
637,,-4.07,0.0,220.0,1,1,True
639,,-2.31,0.0,220.0,1,1,True
640,,-0.74,0.0,220.0,1,1,True
642,,-0.6,0.0,150.0,1,1,True
643,,-30.64,0.0,400.0,1,1,True
644,,-1.85,0.0,110.0,1,1,True
645,,-5.79,0.0,150.0,1,1,True
646,,-6.08,0.0,150.0,1,1,True
648,,-5.2,0.0,220.0,1,1,True
649,,-1.71,0.0,110.0,1,1,True
650,,-10.06,0.0,150.0,1,1,True
651,,-5.12,0.0,220.0,1,1,True
652,,-1.11,0.0,110.0,1,1,True
653,,-5.56,0.0,220.0,1,1,True
654,,-6.56,0.0,154.0,1,1,True
656,,-3.1,0.0,220.0,1,1,True
657,,-5.87,0.0,220.0,1,1,True
658,,-73.977052,0.174507,380.0,1,1,True
659,,-48.159681,0.0,380.0,1,1,True
660,,-0.6,0.0,380.0,1,1,True
661,,-4.14,0.0,380.0,1,1,True
662,,-12.89,0.12,220.0,1,1,True
663,,-0.18,0.0,110.0,1,1,True
664,,-7.2,0.0,220.0,1,1,True
665,,-150.93,0.0,380.0,1,1,True
666,,-2.76,0.0,220.0,1,1,True
667,,-5.14,0.0,154.0,1,1,True
668,,-29.29,0.0,150.0,1,1,True
669,,-0.58,0.0,150.0,1,1,True
672,,-12.75,0.0,380.0,1,1,True
673,,-65.82000000000001,0.0,380.0,1,1,True
674,,-3.73,0.0,110.0,1,1,True
675,,-1.91,0.0,150.0,1,1,True
676,,-2.59,0.0,110.0,1,1,True
677,,-0.09,0.0,220.0,1,1,True
678,,-3.94,0.0,220.0,1,1,True
679,,-14.31,0.0,380.0,1,1,True
680,,-14.54,0.0,380.0,1,1,True
682,,-3.3,0.0,220.0,1,1,True
683,,-4.13,0.0,220.0,1,1,True
684,,-47.77,0.0,380.0,1,1,True
686,,-5.6,0.0,220.0,1,1,True
687,,-2.27,0.0,220.0,1,1,True
688,,-5.84,0.0,220.0,1,1,True
689,,-0.53,0.0,110.0,1,1,True
690,,-3.53,0.0,154.0,1,1,True
692,,-93.75,0.0,380.0,1,1,True
693,,-6.65,0.12,220.0,1,1,True
694,,-0.08,0.0,220.0,1,1,True
695,,-0.63,0.0,150.0,1,1,True
698,,-6.58,0.0,220.0,1,1,True
699,,-0.51,0.0,110.0,1,1,True
700,,-0.32,0.0,110.0,1,1,True
701,,-0.48,0.0,150.0,1,1,True
702,,-7.84,0.0,380.0,1,1,True
703,,-11.53,0.0,220.0,1,1,True
704,,-1.6,0.0,154.0,1,1,True
705,,-5.66,0.0,220.0,1,1,True
706,,-5.36,0.0,220.0,1,1,True
707,,-9.21,0.0,220.0,1,1,True
709,,-3.97,0.0,220.0,1,1,True
711,,-1.88,0.0,150.0,1,1,True
715,,-2.39,0.0,110.0,1,1,True
716,,-0.09,0.0,110.0,1,1,True
717,,-5.31,0.0,220.0,1,1,True
718,,-1.13,0.0,220.0,1,1,True
719,,-23.554121,0.0,380.0,1,1,True
720,,-1.49,0.0,220.0,1,1,True
721,,-0.78,0.0,150.0,1,1,True
722,,-7.35,0.0,154.0,1,1,True
723,,-3.19,0.0,110.0,1,1,True
724,,-34.82,0.0,380.0,1,1,True
725,,-0.53,0.0,220.0,1,1,True
728,,-1.1,0.0,150.0,1,1,True
729,,-0.72,0.0,110.0,1,1,True
730,,-61.48,0.0,380.0,1,1,True
731,,-11.12,0.0,380.0,1,1,True
732,,-8.41,0.0,110.0,1,1,True
733,,-5.44,0.0,220.0,1,1,True
735,,-19.94,0.0,150.0,1,1,True
736,,-1.95,0.0,110.0,1,1,True
739,,-0.12,0.0,150.0,1,1,True
740,,-0.98,0.0,110.0,1,1,True
741,,-2.83,0.0,220.0,1,1,True
742,,-2.99,0.0,220.0,1,1,True
743,,-1.27,0.0,150.0,1,1,True
744,,-0.07,0.0,220.0,1,1,True
745,,-0.07,0.0,110.0,1,1,True
746,,-3.03,0.0,220.0,1,1,True
747,,-5.2,0.0,220.0,1,1,True
749,,-18.63,0.0,220.0,1,1,True
751,,-4.15,0.0,220.0,1,1,True
752,,-0.38,0.0,110.0,1,1,True
753,,-58.29,0.0,380.0,1,1,True
754,,-2.09,0.0,154.0,1,1,True
755,,-0.63,0.0,110.0,1,1,True
758,,-9.58,0.0,220.0,1,1,True
759,,-1.5,0.0,110.0,1,1,True
760,,-0.41,0.0,110.0,1,1,True
761,,-0.08,0.0,150.0,1,1,True
765,,-7.85,0.0,220.0,1,1,True
767,,-0.45,0.0,150.0,1,1,True
768,,-6.12,0.0,220.0,1,1,True
769,,-1.23,0.0,220.0,1,1,True
770,,-1.4,0.0,110.0,1,1,True
771,,-5.55,0.0,220.0,1,1,True
772,,-0.58,0.0,110.0,1,1,True
776,,-1.44,0.0,154.0,1,1,True
780,,-0.49,0.0,110.0,1,1,True
781,,-7.28,0.0,220.0,1,1,True
784,,-4.03,0.0,220.0,1,1,True
785,,-0.79,0.0,220.0,1,1,True
786,,-0.2,0.0,154.0,1,1,True
787,,-0.79,0.0,110.0,1,1,True
788,,-6.63,0.0,220.0,1,1,True
789,,-0.42,0.0,110.0,1,1,True
792,,-4.22,0.0,154.0,1,1,True
793,,-1.653516,0.0,220.0,1,1,True
796,,-16.15,0.0,220.0,1,1,True
797,,-10.01,0.0,380.0,1,1,True
798,,-0.43,0.0,110.0,1,1,True
799,,-0.11,0.0,220.0,1,1,True
800,,-0.95,0.0,110.0,1,1,True
801,,-12.42,0.0,380.0,1,1,True
803,,-7.26,0.0,220.0,1,1,True
804,,-15.4,0.0,220.0,1,1,True
